id,app_ym,Org,pro_label,target,sampwt,hit_rule,appAge,appResidence,appTimeAddress,appIncome,appOcc,appFinanceCo,appChkSv,dealNewUsed,dealLoanToVal,cbFICO,cbTimeFile,cbMosAvg,cbUtilizn,cb90Ever,cbPctGood,cbMosDlq,cbInq5Mos,cbMosInq,quickmodel_score
1753,201902,Org1,product_B,-2,12.02480486,1,20,R,1,650,b,M,3,U,75.30000305,524,102,-99000784,92,0,67,1,8,0,611
1754,201906,Org1,product_A,-2,1.00692511,1,51,R,9,1400,b,_,2,U,89.5,542,201,-99000784,80,0,67,3,4,0,616
1755,201810,Org1,product_B,0,28.34083432,1,35,Q,1,4500,g,N,3,U,79.20001221,707,1308,-99000784,69,0,92,-99000576,3,0,758
1756,201902,Org1,product_B,1,1.00692511,1,42,R,4,4500,g,N,3,U,71.6000061,666,604,-99000784,22,0,100,-99000576,1,0,777
1757,201811,Org2,product_B,1,20.71029006,1,21,P,3,975,y,N,0,N,88.10000038,521,107,3,-99000672,1,0,2,1,0,587
1758,201808,Org2,product_B,-2,1.01134355,1,51,H,10,3700,y,B,3,N,84.80000019,691,409,7,100,0,100,-99000576,3,0,725
1759,201901,Org2,product_A,0,28.34083432,1,70,H,3,2105,p,M,2,N,88.10000038,783,1711,4,9,0,100,-99000576,0,-99000672,776
1760,201809,Org1,product_A,0,28.34083432,1,62,H,62,799,r,N,3,U,88.5,726,502,-99000784,4,0,100,-99000576,7,0,762
1761,201905,Org1,product_B,-2,42.19718204,1,37,H,4,1564,w,M,2,U,93.20000076,660,901,60,91,1,67,29,3,0,677
1762,201901,Org2,product_A,1,1.00692511,1,28,H,29,1257,"",N,3,N,86.30000019,626,408,32,-99000672,0,33,33,8,0,580
1763,201904,Org1,product_B,-2,1.00692511,1,42,R,20,3000,b,N,0,U,87.90000057,617,900,-99000784,35,1,75,2,3,0,654
1764,201807,Org2,product_A,0,28.34083432,1,60,H,27,1110,h,M,3,U,78.5,592,2905,5,71,0,89,1,6,0,714
1765,201808,Org2,product_B,0,48.13597731,1,22,R,0,2083,u,N,2,N,84.5,603,200,-99000784,31,0,83,-99000712,8,0,629
1766,201812,Org1,product_B,0,49.97814344,0,29,H,2,840,f,N,3,U,75.6000061,684,111,0,-99000672,0,100,-99000576,1,0,
1767,201809,Org2,product_B,-2,8.89620693,1,34,H,6,3750,f,B,2,N,84.70000076,609,1104,9,61,2,70,3,11,0,618
1768,201904,Org1,product_A,0,48.67778226,1,45,H,3,2667,f,F,3,N,100,665,909,12,67,1,75,15,0,-99000672,726
1769,201901,Org2,product_B,0,28.34083432,0,37,H,1,4619,w,N,3,U,74.20001221,740,1411,2,58,0,100,-99000576,1,0,
1770,201901,Org1,product_B,0,28.34083432,1,64,H,1,6166,p,N,3,U,77.80000305,681,1202,7,26,0,95,4,3,0,748
1771,201810,Org2,product_A,-2,1.00692511,1,60,H,60,4167,"",N,3,U,100,607,710,3,-99000576,1,62,1,2,3,587
1772,201901,Org1,product_A,0,28.34083432,1,32,H,6,31000,e,M,3,N,72.70001221,718,803,-99000784,90,0,100,-99000576,2,0,794
1773,201905,Org1,product_B,1,2.53738343,1,31,H,2,3333,b,M,3,N,83.80000305,553,1103,-99000784,66,7,44,1,4,0,703
1774,201903,Org2,product_B,0,28.34083432,1,38,H,3,3450,f,F,3,U,76,702,1603,1,14,0,96,24,6,0,748
1775,201808,Org1,product_A,-2,1.00692511,1,19,P,4,3000,y,F,1,N,85.10000038,621,108,-99000784,-99000672,0,0,-99000712,6,0,600
1776,201902,Org1,product_A,0,28.34083432,1,33,H,11,3500,y,F,2,U,71.80000305,671,1011,4,54,0,91,50,3,1,746
1777,201812,Org2,product_A,0,41.12375163,1,42,H,2,3400,g,N,3,N,94,577,1005,-99000784,101,0,67,-99000712,10,0,616
1778,201902,Org1,product_B,1,1.17956953,1,24,R,0,1100,b,N,2,N,81.70001221,596,503,-99000784,1,0,57,4,3,1,675
1779,201905,Org1,product_A,1,4.12438053,1,-99000792,R,3,2500,f,N,3,U,48.40000916,660,110,-99000784,-99000672,0,100,-99000576,10,0,639
1780,201810,Org1,product_A,1,1.00692511,1,25,R,0,3650,b,N,2,N,94.5,592,400,-99000784,54,1,87,10,8,0,657
1781,201904,Org1,product_B,-2,1.00692511,1,22,R,0,2433,"",N,3,N,79.1000061,669,103,-99000784,39,0,100,-99000576,4,0,678
1782,201808,Org1,product_B,0,28.34083432,1,56,H,24,3500,g,M,3,U,52.20001221,735,2508,3,-99000712,0,100,-99000576,3,0,768
1783,201808,Org1,product_A,1,1.00692511,1,42,Q,16,3400,"",_,3,U,91.10000038,619,1001,-99000784,-99000672,0,100,-99000576,17,0,542
1784,201906,Org1,product_B,0,48.05947117,1,42,R,0,2020,w,F,0,N,97.5,661,605,34,5,0,100,-99000576,6,0,651
1785,201811,Org2,product_A,0,43.9549813,1,40,R,0,1257,f,N,2,U,49.70001221,550,1407,-99000784,179,11,45,2,5,0,625
1786,201903,Org1,product_B,1,1.47623698,1,38,H,3,6392,"",N,3,U,78.1000061,598,1110,-99000784,7,2,50,2,4,1,637
1787,201903,Org2,product_B,-2,1.00692511,1,40,R,15,1200,k,N,0,N,90.5,641,400,7,-99000672,0,86,17,3,0,607
1788,201904,Org2,product_B,1,25.22947099,1,19,P,11,791,y,N,1,N,88.60000038,582,406,-99000784,109,0,100,-99000576,30,0,572
1789,201901,Org1,product_B,0,39.2980077,1,26,H,3,2500,f,B,2,N,92.20000076,575,607,-99000784,95,0,89,2,8,0,605
1790,201902,Org1,product_B,-2,1.62432953,1,30,H,3,3500,y,N,2,U,95.10000038,618,709,-99000784,32,0,87,6,6,0,701
1791,201807,Org1,product_A,-2,28.34083432,1,78,H,6,991,e,N,3,U,47.1000061,777,2100,-99000784,14,0,100,-99000576,1,0,814
1792,201901,Org2,product_A,0,47.90404412,1,33,R,2,2200,y,F,3,N,93.80000019,648,805,-99000784,-99000672,0,50,56,3,0,685
1793,201902,Org2,product_B,1,1.64867885,0,31,R,0,1680,h,N,1,N,74.90000916,669,903,6,66,1,83,60,7,0,
1794,201810,Org1,product_A,1,1.00692511,0,-99000792,R,2,1000,"",N,2,U,82.20001221,598,403,-99000784,97,0,80,3,2,0,
1795,201901,Org1,product_B,0,28.34083432,1,35,H,7,2500,w,B,2,N,93,702,1109,-99000784,38,0,93,-99000712,2,0,729
1796,201810,Org2,product_B,-2,4.39580523,1,39,H,14,4268,y,N,2,N,87.90000057,565,1701,-99000784,0,4,42,5,7,0,686
1797,201905,Org1,product_A,1,1.00692511,1,22,R,0,1500,s,_,3,U,90.20000076,560,1010,9,90,0,100,-99000576,16,0,562
1798,201901,Org2,product_B,-2,1.00692511,1,31,Q,2,2500,f,N,3,N,93.10000038,589,911,49,63,0,81,3,2,0,666
1799,201903,Org1,product_B,1,13.97395198,1,22,P,3,1800,y,B,0,N,83.1000061,617,211,1,-99000672,0,100,-99000576,29,0,593
1800,201905,Org1,product_B,0,38.25977782,1,21,P,11,2795,y,N,2,N,84.30000019,558,106,3,-99000672,2,33,2,4,0,621
1801,201810,Org1,product_A,1,1.00692511,1,23,R,0,2180,"",N,2,U,89.70000076,655,211,5,66,0,100,-99000576,8,0,621
1802,201810,Org1,product_A,1,1.00692511,0,41,H,5,3700,g,N,3,N,96.60000038,623,202,20,100,0,100,-99000576,6,0,
1803,201903,Org1,product_B,1,1.36104627,1,57,H,5,3500,w,M,2,U,100,705,1701,-99000784,52,0,86,74,13,0,688
1804,201904,Org1,product_A,-2,1.00692511,1,23,R,0,2200,"",N,0,U,85.10000038,592,104,1,-99000672,0,100,-99000576,9,0,507
1805,201906,Org2,product_B,1,1.00692511,1,19,Q,1,850,y,_,3,U,73.1000061,612,101,-99000784,-99000672,0,75,-99000576,17,0,624
1806,201905,Org1,product_A,0,47.07687077,1,27,R,5,2600,w,B,3,N,80.20001221,637,711,-99000784,0,2,13,7,8,0,675
1807,201808,Org1,product_B,0,28.34083432,1,38,H,4,3200,p,N,3,N,84.40000057,798,1304,-99000784,8,0,100,-99000576,1,0,799
1808,201812,Org1,product_A,-2,35.88263292,1,28,H,4,1032,r,N,3,U,95.40000057,567,504,1,100,3,29,1,9,0,673
1809,201811,Org1,product_B,-2,0.72888768,1,25,R,3,3333,g,N,3,N,75,568,403,0,14,0,92,1,8,0,707
1810,201904,Org2,product_A,0,28.34083432,1,46,H,15,2123,o,_,3,U,86.70000076,662,1505,3,57,0,78,2,2,0,734
1811,201902,Org2,product_B,0,28.34083432,0,-99000792,H,2,3198,w,F,3,N,79.70001221,630,1308,18,41,0,94,5,5,0,
1812,201811,Org2,product_A,-2,4.32566751,1,56,H,20,1350,f,F,3,U,65.1000061,518,711,21,79,1,79,1,12,0,617
1813,201902,Org1,product_A,0,48.68553476,1,40,H,4,1387,y,_,3,U,58.6000061,641,607,-99000784,99,0,100,-99000576,4,0,729
1814,201811,Org1,product_B,-2,4.35043734,1,25,Q,2,5833,g,N,2,N,82.5,579,604,5,27,2,47,2,5,0,695
1815,201906,Org2,product_B,0,46.69360675,1,30,H,3,3336,f,N,3,N,69.6000061,570,603,37,94,3,69,1,3,0,682
1816,201905,Org2,product_B,0,28.34083432,1,44,Q,12,2500,o,N,3,N,79.90000916,641,1307,2,84,1,75,36,0,8,751
1817,201902,Org1,product_B,1,1.36747035,1,21,P,20,2500,y,_,3,U,70.6000061,680,204,69,27,0,100,-99000576,5,0,745
1818,201901,Org2,product_A,-2,0.58034905,1,26,H,4,3961,f,M,2,U,86.10000038,664,600,1,41,0,91,23,1,0,757
1819,201807,Org1,product_A,0,47.74124986,1,23,P,20,1667,f,M,2,N,90,654,702,55,100,0,100,-99000576,7,1,668
1820,201808,Org1,product_B,0,28.34083432,1,23,R,1,1224,w,F,2,U,94.10000038,664,500,-99000784,72,0,100,-99000576,3,4,677
1821,201902,Org1,product_A,1,1.17956953,1,18,P,0,867,g,_,3,N,67.5,,7,-99000784,-99000672,0,-99000712,-99000576,5,0,682
1822,201809,Org1,product_B,0,46.03508935,1,35,R,17,1600,w,M,1,U,88.80000019,660,302,-99000784,-99000672,0,100,-99000576,3,0,669
1823,201905,Org2,product_A,1,1.00692511,1,27,H,7,1950,"",B,1,N,96.30000019,632,2006,-99000784,66,0,80,12,6,0,611
1824,201905,Org1,product_B,-2,1.00692511,1,19,H,0,1648,w,N,2,U,83.80000305,637,108,-99000784,100,0,100,-99000576,0,6,654
1825,201807,Org2,product_A,1,8.15280635,1,21,P,13,1200,g,N,3,U,91.40000057,629,205,25,96,0,100,-99000576,2,0,621
1826,201809,Org1,product_B,0,46.92516022,1,27,P,4,2000,g,M,0,N,87.80000019,685,711,-99000784,22,2,83,55,4,0,711
1827,201901,Org1,product_B,-2,1.00692511,1,22,R,3,1600,f,M,3,U,91.10000038,607,304,11,101,0,100,-99000576,9,0,589
1828,201905,Org1,product_B,-2,3.7523443,1,38,H,7,3483,y,M,2,N,88.20000076,639,1006,5,80,2,50,18,4,0,727
1829,201809,Org2,product_B,1,8.89620693,1,34,H,6,3750,f,B,2,N,84.70000076,609,1104,9,61,2,70,3,11,0,618
1830,201902,Org1,product_B,-2,2.68069026,1,31,H,1,4200,f,N,3,U,80.5,661,1207,-99000784,-99000672,0,100,-99000576,2,0,695
1831,201906,Org1,product_B,1,0.93219512,1,27,R,0,2500,g,N,3,N,86.10000038,676,311,-99000784,75,0,100,-99000576,4,0,730
1832,201807,Org1,product_B,1,2.17715062,1,37,R,0,6833,b,N,3,U,79.70001221,630,105,2,100,0,100,-99000576,7,0,727
1833,201809,Org2,product_B,0,37.76357749,1,26,H,3,1700,w,B,2,U,97.10000038,604,306,-99000784,-99000672,0,100,-99000576,7,0,592
1834,201809,Org1,product_A,-2,8.71914251,1,26,P,0,3266,u,N,2,U,85.40000057,574,607,25,51,6,36,7,5,0,624
1835,201810,Org1,product_B,0,28.34083432,1,25,H,25,1061,w,N,3,N,88.5,658,208,-99000784,-99000672,0,100,-99000576,7,0,675
1836,201812,Org1,product_A,0,28.34083432,0,26,H,3,2400,r,N,2,U,91.80000019,579,209,-99000784,81,0,80,5,4,0,
1837,201904,Org1,product_A,0,28.34083432,1,43,H,18,1700,p,_,3,N,100,785,1609,1,0,0,100,-99000576,4,0,737
1838,201811,Org2,product_A,0,47.48991812,1,42,Q,19,1700,f,F,2,U,89.70000076,660,1501,0,26,1,57,35,6,0,699
1839,201906,Org1,product_B,0,40.54251612,1,25,H,8,2700,k,B,3,N,96.10000038,572,506,-99000784,48,2,80,6,10,0,631
1840,201905,Org2,product_A,1,1.00692511,1,56,H,9,5000,r,M,2,N,95.5,604,1009,10,97,0,100,-99000576,13,0,633
1841,201902,Org1,product_A,-2,11.09070872,1,20,P,17,850,f,_,1,N,83.6000061,685,109,7,-99000672,0,100,-99000576,1,0,661
1842,201808,Org1,product_B,-2,24.18584963,0,20,R,0,1300,w,N,3,N,86.60000038,517,101,2,67,0,88,2,8,0,
1843,201901,Org1,product_A,1,1.17956953,1,62,H,10,3500,g,N,2,N,89.70000076,714,2901,-99000784,16,0,50,6,3,0,750
1844,201809,Org1,product_A,0,45.66006234,1,22,R,2,2000,g,M,3,U,97.5,566,109,19,74,0,67,3,6,0,677
1845,201902,Org1,product_B,0,28.34083432,1,45,H,2,2333,b,N,2,N,92.40000057,711,2005,-99000784,20,0,91,-99000712,5,1,753
1846,201810,Org1,product_A,-2,1.00692511,1,20,P,20,1505,g,F,0,U,85.80000019,497,111,6,-99000576,1,67,2,6,0,515
1847,201901,Org2,product_A,0,28.34083432,1,-99000792,P,13,1700,g,N,3,N,85.5,714,510,-99000784,16,0,100,-99000576,3,0,724
1848,201905,Org2,product_A,-2,0.02169294,1,29,H,1,5250,y,M,3,N,73.40000916,742,600,25,27,0,100,-99000576,0,7,820
1849,201809,Org1,product_A,-2,1.00692511,1,25,H,0,1213,f,N,3,U,63.70001221,562,-99000784,-99000784,-99000672,0,50,4,3,0,662
1850,201810,Org1,product_A,0,48.39187901,1,28,R,2,3142,p,F,2,N,105.8999996,628,605,2,0,2,33,8,5,0,682
1851,201812,Org2,product_A,1,1.81655358,1,29,R,3,3667,g,N,2,U,92.40000057,657,9,2,62,0,100,-99000576,2,0,729
1852,201901,Org1,product_A,0,28.34083432,1,35,R,22,2080,y,N,3,N,91.40000057,679,509,-99000784,4,1,50,17,4,0,761
1853,201812,Org1,product_B,0,28.34083432,1,39,H,39,2517,b,B,3,U,78.20001221,,1207,-99000784,-99000672,0,100,-99000576,1,0,719
1854,201807,Org1,product_A,0,49.01198204,1,47,H,15,2450,f,M,0,N,102.5999994,698,706,9,-99000672,0,100,-99000576,1,0,677
1855,201809,Org2,product_B,1,1.00692511,1,21,P,21,1060,p,N,0,U,67.30000305,649,100,-99000784,-99000672,0,100,-99000576,3,0,647
1856,201901,Org2,product_B,0,28.34083432,1,30,R,2,2276,r,M,2,N,88.10000038,728,705,5,67,0,100,-99000576,1,0,812
1857,201905,Org2,product_B,1,1.17956953,1,31,R,0,1500,g,N,2,N,78.1000061,660,1001,11,86,0,80,28,4,0,713
1858,201807,Org1,product_B,-2,1.00692511,1,23,R,1,1458,"",N,3,U,77.70001221,541,206,3,93,1,25,2,2,1,563
1859,201904,Org2,product_B,0,28.34083432,1,31,H,0,5033,e,M,3,N,84.60000038,718,502,1,27,0,83,41,1,1,840
1860,201809,Org2,product_A,0,28.34083432,0,52,H,11,3333,y,M,3,N,81.90000916,764,1101,17,0,0,100,-99000576,3,0,
1861,201811,Org1,product_B,-2,1.00692511,1,25,R,3,700,f,N,0,U,85.30000019,631,10,78,-99000672,0,100,-99000576,6,0,586
1862,201807,Org2,product_B,0,42.29881994,1,24,H,0,3425,f,N,3,N,91.80000019,599,600,-99000784,85,0,82,3,19,0,587
1863,201906,Org1,product_A,0,36.54718082,1,18,R,1,1360,y,F,3,N,93.90000057,,3,21,-99000672,0,-99000712,-99000576,13,0,604
1864,201903,Org1,product_B,1,1.17956953,1,25,R,15,1150,r,N,2,N,85.20000076,577,109,-99000784,102,0,75,8,12,0,629
1865,201906,Org1,product_B,-2,1.16609132,1,34,R,2,1142,u,_,2,U,52.40000916,598,2202,-99000784,-99000712,5,25,2,0,-99000672,661
1866,201905,Org1,product_B,1,1.17956953,1,19,P,8,1000,p,N,2,U,68.90000916,618,100,13,-99000712,1,0,7,6,0,662
1867,201811,Org2,product_A,1,16.30249631,1,21,P,11,2795,y,N,2,N,84.30000019,558,106,37,-99000672,2,33,2,4,0,608
1868,201904,Org1,product_A,0,44.53007353,1,52,H,14,6667,b,M,3,N,80.90000916,558,704,-99000784,-99000672,2,0,2,4,0,669
1869,201810,Org1,product_B,1,10.64490149,1,32,R,10,1652,w,F,1,U,85.30000019,649,100,3,-99000672,0,100,-99000576,2,0,620
1870,201901,Org2,product_A,1,37.79459116,0,22,P,2,2250,s,N,3,U,88.20000076,557,2100,5,106,3,50,1,14,0,
1871,201808,Org2,product_B,1,1.00692511,1,33,H,2,2760,b,N,2,N,91.5,620,209,-99000784,77,1,88,26,18,0,662
1872,201811,Org1,product_B,0,43.26737604,0,29,H,6,3030,w,F,3,N,94.5,609,806,-99000784,71,0,65,5,14,0,
1873,201811,Org1,product_B,-2,1.17916365,0,24,R,2,1792,y,N,2,N,69.40000916,582,510,2,59,3,25,5,2,0,
1874,201810,Org1,product_A,1,1.00692511,1,20,P,20,1505,g,F,0,U,85.80000019,497,111,6,-99000576,1,67,2,6,0,515
1875,201902,Org2,product_A,0,49.04916678,1,18,P,1,450,b,N,3,U,54.40000916,,0,-99000784,-99000672,0,-99000712,-99000576,3,0,682
1876,201809,Org2,product_B,-2,7.4215906,1,46,H,16,3750,f,F,3,U,90.40000057,632,1307,-99000784,59,1,58,10,7,0,671
1877,201810,Org2,product_B,1,1.00692511,1,18,H,0,1800,g,N,3,N,92.5,592,106,26,90,0,100,-99000576,16,0,555
1878,201810,Org2,product_B,1,5.05513048,1,39,H,19,4500,r,N,0,N,84.10000038,551,1710,3,49,2,43,2,4,0,662
1879,201812,Org1,product_A,1,1.00692511,1,20,R,4,2000,"",N,0,U,80.80000305,597,103,-99000784,-99000672,0,100,-99000576,2,0,508
1880,201808,Org2,product_B,0,28.34083432,1,25,H,26,1200,k,M,3,N,86.30000019,644,603,-99000784,-99000712,1,86,12,1,0,713
1881,201904,Org1,product_A,-2,1.00692511,1,27,H,5,2100,f,_,3,N,93.30000019,681,700,-99000784,55,0,90,4,1,0,742
1882,201807,Org1,product_B,1,1.00692511,1,34,R,0,1500,y,N,3,U,72.80000305,667,211,-99000784,-99000672,0,100,-99000576,2,0,739
1883,201807,Org1,product_B,0,41.6767522,1,19,P,19,1039,g,F,3,N,89.90000057,655,111,-99000784,-99000672,0,100,-99000576,6,0,649
1884,201906,Org1,product_B,0,28.34083432,1,32,H,4,1950,b,N,2,N,98,697,802,-99000784,36,0,79,10,1,0,776
1885,201807,Org2,product_A,1,1.00692511,1,30,R,1,1600,p,_,0,N,88.20000076,,1,24,-99000672,0,-99000712,-99000576,3,0,625
1886,201901,Org1,product_B,-2,10.59621298,1,21,P,21,2500,g,B,2,U,84.30000019,655,108,-99000784,-99000672,0,100,-99000576,3,0,663
1887,201810,Org2,product_B,1,1.00692511,1,21,H,3,2600,"",N,3,N,94.70000076,618,204,65,70,0,100,-99000576,30,0,559
1888,201906,Org2,product_B,1,1.00692511,1,32,H,3,1130,p,N,1,U,88.20000076,551,510,2,-99000672,2,63,6,0,6,600
1889,201901,Org2,product_A,1,1.08554301,1,34,H,4,6117,g,N,3,N,87.30000019,671,309,-99000784,0,0,75,29,7,0,713
1890,201812,Org1,product_B,-2,1.00692511,1,34,H,6,2300,"",N,3,N,95.40000057,601,205,-99000784,-99000672,0,100,-99000576,5,0,582
1891,201808,Org2,product_A,-2,1.1004208,1,29,R,0,3000,b,N,2,U,76.5,652,109,0,80,0,100,-99000576,3,0,738
1892,201810,Org2,product_B,0,28.34083432,1,28,R,3,5408,g,F,2,N,78.30000305,650,600,-99000784,69,0,100,-99000576,8,0,724
1893,201811,Org2,product_B,0,48.94378667,0,44,H,13,2900,b,N,2,N,88.5,678,1401,-99000784,20,0,87,63,10,0,
1894,201810,Org1,product_A,0,28.34083432,1,35,H,3,3646,y,N,3,N,87.90000057,733,1207,2,26,0,100,-99000576,1,4,810
1895,201905,Org1,product_A,1,1.00692511,1,30,P,30,4850,b,_,0,N,91.60000038,,109,-99000784,-99000672,0,-99000712,-99000576,3,0,647
1896,201904,Org1,product_A,0,49.43808254,1,29,Q,15,2700,w,N,3,N,81.6000061,674,209,34,87,0,100,-99000576,1,4,729
1897,201903,Org2,product_B,1,12.95053429,1,29,H,0,1950,f,F,2,U,97.60000038,569,306,-99000784,48,2,63,4,6,0,662
1898,201808,Org1,product_A,-2,1.00692511,1,42,Q,16,3400,"",_,3,U,91.10000038,619,1001,-99000784,-99000672,0,100,-99000576,17,0,542
1899,201812,Org2,product_B,1,1.00692511,1,35,R,10,1600,y,F,0,U,81.80000305,631,600,-99000784,-99000672,0,88,30,2,1,658
1900,201901,Org1,product_B,-2,0.91221809,0,19,P,19,1400,y,M,2,N,105.1999998,675,203,25,55,0,100,-99000576,5,0,
1901,201812,Org1,product_B,0,49.73788702,0,43,M,2,2569,y,N,3,N,80.1000061,654,900,-99000784,94,1,80,57,6,0,
1902,201902,Org2,product_A,-2,48.70476052,1,30,M,4,1675,f,B,3,N,95.5,638,1001,1,68,1,79,25,3,0,722
1903,201810,Org2,product_A,1,1.17956953,1,20,M,0,3060,f,N,3,N,55.6000061,605,11,-99000784,-99000672,1,80,5,11,0,597
1904,201810,Org2,product_A,0,43.54075597,1,33,R,7,1833,h,N,3,N,81.70001221,595,109,14,-99000672,0,100,-99000576,8,0,662
1905,201902,Org1,product_A,1,1.00692511,1,21,R,0,1800,p,N,3,N,94.70000076,570,102,-99000784,76,0,83,10,4,0,672
1906,201810,Org1,product_B,0,49.09831515,1,45,H,10,3083,y,F,3,N,89.80000019,623,1901,-99000784,68,1,74,9,5,0,700
1907,201812,Org2,product_A,-2,1.00692511,1,22,R,0,1041,"",_,2,U,93.90000057,565,107,-99000784,10,0,89,4,10,0,550
1908,201811,Org1,product_B,-2,16.10425695,1,-99000792,R,0,3884,s,F,2,N,91,548,702,8,-99000672,5,0,3,0,10,555
1909,201901,Org1,product_B,0,28.34083432,1,34,H,5,2800,b,N,3,N,79.6000061,679,1000,-99000784,97,0,100,-99000576,2,1,746
1910,201904,Org1,product_B,0,28.34083432,1,46,H,7,3500,b,N,3,N,89.5,646,2101,-99000784,6,0,92,1,1,0,762
1911,201906,Org2,product_A,-2,1.17956953,1,24,M,0,2800,k,F,2,U,88.80000019,659,200,-99000784,-99000576,0,100,-99000576,3,0,652
1912,201903,Org2,product_A,1,7.03074829,1,24,P,0,1252,b,M,1,N,92.60000038,558,302,-99000784,-99000672,1,0,3,2,0,614
1913,201810,Org1,product_B,0,28.34083432,1,35,H,13,1944,"",N,3,U,74.30000305,668,802,-99000784,1,0,100,-99000576,5,0,680
1914,201903,Org1,product_B,-2,1.00692511,1,53,H,6,4333,w,N,2,U,77.5,584,406,-99000784,-99000672,1,58,2,1,0,666
1915,201905,Org1,product_A,1,1.00692511,1,32,P,1,1200,b,F,3,U,100,518,600,9,100,2,78,2,3,2,603
1916,201905,Org1,product_B,0,46.51028986,1,24,R,0,2992,g,N,2,N,88.30000019,635,211,37,112,0,100,-99000576,5,0,661
1917,201810,Org1,product_A,1,2.36416117,1,29,R,0,1800,b,B,2,N,88.70000076,639,704,7,-99000712,4,46,9,3,0,698
1918,201808,Org2,product_B,0,28.34083432,1,-99000792,H,12,3400,w,N,2,N,90.40000057,667,1800,6,61,1,89,-99000712,2,0,676
1919,201812,Org1,product_A,0,28.34083432,1,38,H,0,10000,f,N,3,N,92.60000038,671,704,4,86,0,100,-99000576,4,0,698
1920,201905,Org1,product_B,0,45.00440472,1,22,P,1,900,b,N,2,U,95,593,104,16,-99000576,0,100,-99000576,6,0,632
1921,201810,Org2,product_B,0,48.97547171,1,28,R,1,3260,w,M,3,U,90.30000019,651,401,2,87,0,100,-99000576,4,0,710
1922,201808,Org1,product_B,1,1.00692511,1,25,P,15,1343,"",F,2,N,79.90000916,671,104,-99000784,-99000672,0,100,-99000576,2,0,638
1923,201901,Org2,product_A,0,28.34083432,1,38,H,13,4800,f,M,2,N,80,615,1508,21,64,1,65,3,3,1,725
1924,201807,Org2,product_A,-2,1.00692511,1,42,H,2,1250,p,_,2,N,89.70000076,,204,-99000784,-99000672,0,100,-99000576,2,0,676
1925,201903,Org2,product_A,0,45.01540377,1,18,P,5,559,f,N,2,N,86.20000076,,-99000640,36,-99000640,0,-99000640,-99000640,-99000640,-99000640,637
1926,201812,Org1,product_B,1,1.00692511,1,27,H,25,3250,g,N,1,U,79.6000061,700,500,14,0,0,75,33,7,0,691
1927,201904,Org2,product_A,0,33.41991458,1,27,R,4,3100,w,F,0,U,78.30000305,,403,-99000784,-99000672,0,100,-99000576,3,0,603
1928,201901,Org1,product_A,1,1.00692511,1,44,H,19,2700,e,B,3,N,87.70000076,669,1201,-99000784,51,0,94,-99000712,2,0,751
1929,201810,Org2,product_B,0,46.2215486,1,30,R,1,1250,f,N,3,U,76.90000916,528,605,7,48,3,44,1,6,0,655
1930,201905,Org1,product_A,1,1.00692511,1,24,P,0,1050,y,M,3,N,82.5,637,305,33,13,1,44,16,1,4,777
1931,201808,Org1,product_B,1,1.00692511,0,23,R,0,1280,e,F,2,U,97.60000038,660,509,-99000784,97,0,89,53,4,0,
1932,201904,Org2,product_A,0,25.34479952,1,19,P,1,1197,b,N,0,U,82.80000305,523,307,-99000784,122,1,50,2,2,0,564
1933,201906,Org2,product_B,1,1.00692511,1,25,R,0,4433,g,N,3,U,74.20001221,639,8,2,-99000672,0,100,-99000576,6,0,704
1934,201903,Org2,product_A,1,1.00692511,1,19,H,3,1240,p,F,3,U,90.5,657,8,2,-99000712,0,100,-99000576,8,0,639
1935,201810,Org1,product_B,-2,3.67175892,1,47,H,12,3150,k,B,3,N,88.30000019,615,1502,1,32,1,78,6,7,0,683
1936,201903,Org1,product_A,1,1.00692511,1,35,H,0,2042,f,M,3,N,89,638,708,71,71,0,82,49,10,0,681
1937,201901,Org2,product_B,-2,1.00692511,1,31,R,1,1360,f,N,0,N,88.30000019,599,-99000784,12,94,0,100,-99000576,7,0,587
1938,201901,Org2,product_B,-2,0.90906551,1,46,H,12,1840,s,_,3,U,81,648,1406,-99000784,33,0,95,9,5,0,710
1939,201903,Org2,product_A,0,16.61535374,1,27,R,1,1500,f,N,1,U,85.80000019,501,803,-99000784,81,1,75,1,8,0,544
1940,201811,Org1,product_B,-2,1.00692511,1,45,H,12,2150,k,N,3,U,78.70001221,689,1207,1,58,0,100,-99000576,1,0,762
1941,201902,Org1,product_A,-2,1.00692511,1,43,R,0,2650,u,N,2,U,90.40000057,599,402,1,-99000672,2,60,3,1,0,624
1942,201904,Org1,product_B,0,50.12018465,1,55,H,20,3333,y,F,3,N,87.30000019,706,1305,-99000784,46,0,90,19,2,0,765
1943,201811,Org2,product_B,1,19.06586316,1,22,R,0,2100,f,N,1,N,92.10000038,616,307,14,99,0,50,-99000712,11,0,563
1944,201902,Org1,product_A,1,1.00692511,1,-99000792,R,0,2050,u,N,2,U,81.40000916,547,1200,-99000784,68,0,71,2,24,0,549
1945,201902,Org2,product_B,-2,28.34083432,0,-99000792,H,2,3198,w,F,3,N,79.70001221,630,1308,18,41,0,94,5,5,0,
1946,201808,Org1,product_A,0,28.34083432,1,35,R,2,2167,b,N,3,N,71.20001221,715,903,-99000784,37,0,60,67,0,8,825
